VideoID,Title,Description,Author,Published,ViewCount,Duration,Likes,Dislikes,Rating,Category,CommentCount,Comments,Query Term
NelR2RIlwPc,FLIR i3 Infrared Camera Thermal Imager IR i 3,"http://www.aaatesters.com/FLIR_Systems_IR_Imagers-FLIR_i3_Infrared_Camera_Thermal_Imager_IR_i_3.html FLIR i3 is one of the smallest, lightest and most ...",AAATesters.com,2014-04-19T06:22:22.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"infrared ""thermal imager"""
6nQBk6tertw,STM32 & FLIR kit,FLIR lepton cam dev. Kit & STM32F429I-Discovery.,Giacomo Cimarelli,2015-08-02T02:42:28.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""flir lepton"""
Vr1zgEVpbDI,Zoom IR  FLIR Thermal Infrared see through Skin Veins MWIR 3-5um PTZ Camera test demo video,Continuous zoom Thermal infrared imaging experiment See through veins high resolution Ultra Extreme long range 3-5um MWIR cooled infrared thermal ...,Infiniti Electro Otpics: HD Long Range infrared IR thermal Night Vision Zoom PTZ Cameras +Laser IR,2016-07-19T22:16:12.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"infrared ""flir thermal"""
9H8grY7SSws,"DIY Smartphone Near Infrared Night Vision Mod, Galaxy Nexus Example","DIY ""Modifying smartphone camera module to extend sensitivity into the Near Infrared (NIR)"" posted at http://www.eigenimaging.com/learn-more/NexusDYI This ...",EigenImaging,2013-05-31T04:10:47.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"infrared ""night vision"""
mo3xy20dOOM,Seek xr thermal camera,Reviewing the Seek xr thermal camera for iphone! Plugged into a iphone 6. This is really cool! And the seek xr with the focus ring is really usefull :) enjoy.,Kunuk Gudmundsen,2015-06-12T23:35:27.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal camera"" ""seek thermal"""
0yGgBqa8u5I,Seek Thermal RevealXR vs RevealXR FastFrame - See the Difference In Action!,This video shows the difference between the RevealXR thermal camera and its FastFrame version. You'll be amazed at the difference!,PASS LTD,2016-10-25T11:06:37.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"thermography ""seek thermal"""
RXoaMn4aDrQ,[BGA IR-6500 V2] 아이맥 2011 그래픽 이슈 수리하기.,"IR-6500 V2 IR 방식 BGA 장비로 아이맥 그래픽 이슈를 수리하는 영상입니다. *박범석씨께서 제작해주신 인트로, 아웃트로를 적용하였습니다. 감사합니...",apmac,2017-06-30T14:45:10.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"infrared ""thermal paste"""
M-WlGBl3Dec,FLIR Scout PS32 Thermal Imager Brief Review,"The FLIR PS32 is the most compact of the Scout series of nightvision cameras. This unit runs off an internal lithium battery, has a fast start-up time, and is small ...",TV-PressPass,2012-09-28T21:53:40.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal imager"""
IrEyjHMqD8M,Qeraton Arabia Flir E50 Infrared Camera Review for Electrical and Mechanical Inspections 2014,Qeraton Arabia Flir E50 Infrared Camera Review for Electrical and Mechanical Inspections 2014.,Faisal Syed,2015-04-08T11:13:27.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"thermography ""infrared camera"""
HYL2B37QVL0,Seek Thermal Compact Test Video,Test video from the Seek Thermal Compact.,"Guns, Gear and Gadgets",2016-06-12T22:22:03.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""seek thermal"""
UUFfU4315yI,How to Get Free YouTube Subscribers Free Facebook Likes Free Twitter Followers,How to Get Free YouTube Subscribers Free Facebook Likes Free Twitter Followers How to make money on youtube How to make money on facebook How to ...,CHET SONAL,2016-08-22T04:50:24.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""u facebook"""
2_ebHz6uYIc,Milwaukee M12 Thermal Imager - Sneak Peek,"Part of the ever expanding M12 line the New Thermal Imager looks Awesome! It is tough and rugged, Has amazing features including the ability to make reports.",Tools In Action,2011-07-23T23:29:02.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal imager"""
VfdkeHN9Uag,Kako dodati sve Prijatelje u FaceBook Grupu,Auto Add All Friends To A FaceBook Group Script ...,Neutral TG,2015-09-17T18:45:33.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""u facebook"""
lhs8ThgYVyY,Flir one as nite vision in a dark room,The flir one in a dark room. Windows covered at night. The IR resolution is 80x60 I believe. It's temperature range is 32-212 F or 0-100 C. The MSX should be ...,pgalbally,2014-08-15T01:35:05.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""flir one"""
OeuVThvHDUs,Flir E60 Thermal Imaging Camera for Electrical and Mechanical Inspections,Learn about Flir E60 Thermal Imaging Camera for Electrical and Mechanical Inspections. Call 602-795-8292 to speak to Certified Thermographer or visit us at: ...,Default Name,2013-09-04T22:03:13.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""imaging camera"""
z_3UZp2lZpE,"Brazil Pranks - Infrared Camera, Funny Snake Attack !",Man this with a glass cage with the snake. The room light off and the man leaves the﻿ glass cage down and the snake escapes. the actor is biting people's legs ...,The Louback,2012-12-10T13:49:29.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""infrared camera"""
0e0aF9tD6U4,FLIR Thermal Imaging at 2016 SHOT Show,,AllOutdoorcom,2016-01-26T05:24:25.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""flir thermal"""
ZQBO6dJV990,The Power of Infrared Thermal Imaging,"Infrared has many applications. At Priority Home Inspections, we use infrared thermal imaging on all inspections. We make sure the electrical panel has normal ...",Priority Home Inspections,2017-03-28T13:45:07.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal camera"" ""infrared thermography"""
Zi6TDSw4WLc,Thermal video from a FLIR One,MMA practice through a FLIR one on an IPhone 6.,Brian Stofiel,2016-08-26T00:48:53.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"thermal ""flir one"""
z1FWPHiVOt8,HD Cooled thermal camera,Cooled HD INSB MWIR thermal camera systems are the clear choice for long range imaging. This is due to the highly sensitive FPA technology they employ.,Long Range thermal PTZ FLIR security cameras,2016-07-27T19:24:51.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal camera"" ""infrared camera"""
Q610wKGzKqM,Exclusive footage: Pre-production Pulsar Quantum HD19S Thermal Imager,"Filmed through a pre-production Pulsar Quantum HD19S from the all-new 'S' thermal imaging range, using the Newton CVR640 compact video recorder ...",Thomas Jacks Limited,2013-10-15T13:46:24.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal imager"""
TzJD54a2qzo,PS4 Slim Detailed Assembly   Thermal Paste Replacement,PS4 Slim Detailed Assembly Thermal Paste Replacement.,Иванов Владислав,2016-10-14T21:30:11.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal image"" ""thermal paste"""
hZLY6CV8ShM,"ElectricIR Infrared Training Class - 29 August 2011 - Irvine, CA (infrared thermography)","http://unitedinfrared.com/training - ElectricIR training class in Irvine, CA from 29 to 31 August 2011 under the direction of Dr. Robert Madding, ElectricIR technical ...",unitedinfrared,2011-08-30T14:50:12.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""infrared thermography"""
jb7SgcjjTGg,"Carbon Dioxide, CO2, picked up on an ICI Infrared Camera   Infrared Cameras Inc2",,Dargo Eclectic,2013-06-12T00:44:25.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"thermography ""infrared camera"""
Rjg6b4_82Zo,Thermal imager testo 870: Recording thermal images (7/10) | We measure it. Testo,"Part 7 of 10 of the how-to videos about testo 870 -- the new thermal imager specially for heating constructors, facility managers and building contractors: Learn ...",Testo,2013-10-31T07:56:01.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"lepton ""thermal imager"""
bCLsk50B4-I,Flir E40 Thermal Imaging Camera for Electrical and Mechanical Inspections,Learn about Flir E40 Thermal Imaging Camera for Electrical and Mechanical Inspections. Call 602-795-8292 to speak to Certified Thermographer or visit us at: ...,Default Name,2013-09-04T21:54:58.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"thermography ""flir thermal"""
_h3C8tX9dM0,FLIR One Freezer time lapse captured with Mini iPad,"FLIR One used on time lapse mode, mounted on tripod stand with extension cable to Mini iPad. Fifteen minute cooling sequence from ambient room temperature ...",Uptime Consultant,2015-11-22T17:08:06.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"lepton ""flir one"""
WniAvjyI7mQ,UFO's Caught on Night Vision Cam_[Jan-Feb: 2017],these objects are NOT visible with the naked eye◅ ▻ONLY in the infrared spectrum are they able to be seen & there are 1000's in the skies EVERY night◅ ...,Ephesians 6:12,2017-02-12T00:25:39.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""night vision"""
nsefF6ri60A,Seek thermal camera video of dog.,Seek thermal camera showing dog and heat from dog's body.,I.C. Sezdablindman,2015-02-23T07:32:28.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"thermography ""seek thermal"""
3sIbwwU6bxE,Thermal Acoustic Insulation for Military Vehicles,"Elasto Proxy applies its expertise in technical design, compound selection, and custom fabrication to supply thermal and acoustic insulation for the engine bays ...",Elasto Proxy - Industrial Rubber Products,2016-01-22T18:37:31.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal camera"" ""thermal paste"""
XluL0qlJwxs,DIY Night Vision (IR) Scope,Camera: http://www.ebay.com/itm/121336241832 Lens: https://www.amazon.com/dp/B006SX31AY Display: https://www.adafruit.com/products/911 Battery: ...,Guy in a garage,2016-06-14T15:30:37.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""night vision"""
JPVdfRZCzOU,Infrared Thermal Imaging Reveals Air Infiltration and Insulation Deficiencies,Infrared thermal imaging reveals areas of air infiltration of the building envelope as well as insulation deficiencies. Building owners can dramatically reduce ...,Sandhills Thermal,2013-02-19T21:06:52.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal camera"" ""infrared thermography"""
WS7keYgJPFc,Sapphire RX 480 4GB extreme temperatures with Coollaboratory Liquid Ultra‎,Sapphire RX 480 with thermal degrese Coollaboratory Liquid Ultra   Makes Awesome Temperatures. Feel Free to ask about something. Teardown by Lab B&C ...,Heldens,2016-11-20T22:36:11.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal imaging"" ""thermal paste"""
4ihEO06nN5o,FLIR Systems T400 Infrared IR Thermal Imager,"http://www.aaatesters.com/FLIR_Systems_IR_Imagers-FLIR_Systems_T400_Infrared_IR_Thermal_Imager.html The T400 offers both Auto and Manual Focus, ...",AAATesters.com,2014-04-19T07:56:23.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"infrared ""thermal imager"""
TjAGkVZgMBc,EVGA GTX 1080 FTW Hybrid Tear-Down,"This simple tear-down video takes apart the new EVGA GTX 1080 FTW Hybrid card to look at the cooler, PCB, and features. Coverage sponsor: ...",Gamers Nexus,2016-08-30T16:26:16.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal imaging"" ""thermal paste"""
c-R738o_u1U,Flir ONE Thermal Camera Review,We get our Predator vision on with the Flir ONE Thermal Camera case for the iPhone.,Lucy Hedges,2015-02-23T07:19:21.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal image"" ""flir one"""
JvJuF-4ozoo,Introduction to Thermal Testing,Need a reliability test plan or training for reliability testing? I can help. Please visit: https://tomacrh.wixsite.com/reshtech Introduction to some of the basic ...,Tom Resh,2013-02-03T19:33:56.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal camera"" ""thermal paste"""
OU8sr_dJLjg,Night vision vs thermal vision demo,,yama1291,2012-11-14T16:32:55.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"thermal ""night vision"""
ciHA0JDBHuw,TESTING MY Q5 infrared night vision Mini Camcorder mini DV DVR Camera Recorder,,VAQUEROS2K5,2013-08-23T00:42:59.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"infrared ""night vision"""
yGIEpJ9efw8,"Strip / DubStep / Malibu / Yogi, Ayah Marar -- Follow U (Trolley Snatcha Remix)",,KlubnikaZ,2014-04-18T02:44:35.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""follow u"""
RjJ5kREk5Nw,Prepper NIght Vision - Affordable Options?,"The number one thing I wish I had in my WROL situation was night vision. Today, the old technologies are affordable and digital night vision has been added as ...",GQ Prepper,2012-07-17T08:15:01.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""night vision"""
HI9K_Pk09g4,Odonbat & MO - Miss U feat. Maraljingoo (Official Video),iTunes / Apple Music: http://apple.co/2m3D2sz / http://apple.co/2mmLA0b Spotify Stream: http://spoti.fi/2miwGor Club Mix: ...,Odonbat,2017-02-22T11:52:24.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""u facebook"""
od5lOVs4EkM,Old Lightbulb Thermal View - infrared camera,,Julian Danzer,2016-08-03T04:39:35.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"thermal ""infrared camera"""
dO8EgbvSmO4,"Thermography Basics, Target Groups and Products - 열화상 카메라 관련 제품과 적용","Thermography Basics, Target Groups and Products - 열화상 카메라 관련 제품과 적용.",testo Korea,2012-11-28T08:57:21.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal image"" ""flir lepton"""
0V74-bB0nGs,Night Vision In Cars,What does night vision in cars look like and how will it improve your driving experience.,SheBuysCars,2016-08-03T16:39:52.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal image"" ""night vision"""
Cphr13mKLt0,Aventura 640x480 Thermal Optical Zoom Camera Demo,Aventura's latest in Thermal Camera camera technology offers Thermal infrared imaging with Image stabilization technology. Camera used was with a ...,Aventura Technologies,2013-03-27T16:28:55.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal image"" ""thermal imager"""
_9uZL0emEhs,3D Printer viewed with FLIR Thermal Imaging Camera,,Nathan Matthews,2014-11-17T01:45:01.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal imaging"" ""flir thermal"""
MZPSJGvikJg,Armasight OPMOD™ Night Vision Rifle Scope,This video is for educational purposes. The Armasight OPMOD™ GEN1RS 1.0 Limited Edition Gen 1 Night Vision Rifle Scope. This is an affordable option for ...,The Daily Shooter,2017-01-09T23:48:49.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""night vision"""
q2oMRnUE70M,China Sheenrun thermal camera HSIR104R demo,"Hi. I am Flora from China Sheenrun（www.sheenrun.com) and I uploaded this video. Our company manufactures thermal camera, laser camera and multi-sensor ...",Flora Chen,2016-03-25T08:13:34.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"lepton ""infrared camera"""
FEflw43r8xM,Wanhao Duplicator I3 3D Printer - Measuring Hotend Fluctuations With the Flir One IR Camera!,"Please visit http://www.DIY3DTech.com for more information on this and many other projects! As in this episode, we will be using the Flir One Thermal Imager to ...",DIY3DTECH.com,2016-11-22T01:00:00.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""flir one"""
_NuPIHJuuiw,Yuxunion-Foggy Condition Performance-Night Vision System,"Long distance night view in low light condition * Strong light inhibition * Laser night vision, view distance is more than 200m * Strong fog penetrating * Video ...",Elva Lee,2016-01-27T05:04:35.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal image"" ""night vision"""
zxvqnovTRow,"2km night vision laser PTZ camera, infrared laser illuminator","NIR laser camera popular use on Fishery,shrimp, farm and railway surveillance. night vision 300m-5km ...",Hope-Wish thermal camera,2016-12-09T02:39:36.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal camera"" ""night vision"""
vewOwYYkfu0,BULLARD ECLIPSE thermal imager,Review of our basic Bullard Eclipse thermal imager. You can obtain a basic Bullard thermal imager for $4495.00. Additional upgrades are available. Georgia ...,georgiafirerescue,2013-07-22T18:54:40.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal imager"""
h10fB1FReSU,Full Color Infrared Night Vision Camera,"Color Infrared Camera became true. Useful for infrared photography, night vision systems for military and civil use. Color IR camera based on IR spectroscopy ...",How It Looks,2016-04-14T15:03:08.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"infrared ""night vision"""
NiGzKaXBiTs,FLIR ONE Thermal Imager for iPhone 5/5s - OpticsPlanet.com,Get the hot FLIR ONE Thermal Imager for iPhone5/5s at OpticsPlanet.com: ...,OpticsPlanet,2015-01-12T19:07:58.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal imager"""
byisrVSl6y4,"""On Roof"" infrared thermal image night (roof leak) moisture scanning","""On Roof"" night (roof leak) infrared thermal image moisture scanning North Sound Infrared Solutions http://www.northsoundinfraredsolutions.com Using infrared ...",NorthSoundInfraredSolutions,2014-12-31T05:19:07.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal camera"" ""infrared thermography"""
Tdn5r___1Iw,EVGA FTW Thermal Pad Mod Walkthrough,A thorough walk through of the Thermal Pad Mod for the EVGA 1000 series of NVIDIA Graphics Cards. To order your own FREE Thermal Pad Mod for your own ...,Starcloud676,2016-11-28T08:57:36.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal imaging"" ""thermal paste"""
7qCtcjQuXGQ,Seek Thermal camera video,Milling a tooth wheel with CNC 3040 machine for an acrylic clock.,13ws13,2015-01-18T13:47:18.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal camera"" ""seek thermal"""
QNKKKQWLFjs,Armasight Thermal Crossbow TX Hog and Oregon Black Bear,This episode of The High Road is dedicated to night-time hog hunting. Keith Warren presents to us Armasigh Apollo-Pro thermal imaging unit in combination ...,Armasight Night Vision,2016-07-19T09:33:12.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"thermal ""night vision"""
yhCJn08_EYA,kako uci na facebook ako ste zaboravili lozinku???,ako vam se svidelo bacite sub i kom i likee znacice mi XD.,lujabilja,2016-06-05T10:14:04.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""u facebook"""
Rc9zt1ldsWs,Transmission to FatShark Goggles,This is the first transmission from the FLIR VUE Pro to FatShark Dominator HD and recorded on the same.,CatiaDr,2016-12-29T18:18:49.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"lepton ""flir lepton"""
nPwBRjF1290,Talboys Thermal Shake Touch and Cooling Thermal Shake Touch,"The Talboys Thermal Shake Touch include a 4.3-inch color LCD touch screen providing an intuitive interface. Rapid heating, cooling and high speed shaking ...",TroemnerLLC,2014-09-03T14:59:26.000Z,-1,-1,-1,-1,-1,-1,-1,-1,"""thermal image"" ""thermal paste"""
